cod_cli,rag_soc,cod_prov
530615,CLIENTE 530615,GO
530616,CLIENTE 530616,PN
530617,CLIENTE 530617,PN
530618,CLIENTE 530618,PN
530619,CLIENTE 530619,PN
530621,CLIENTE 530621,PN
530622,CLIENTE 530622,UD
530623,CLIENTE 530623,PN
530624,CLIENTE 530624,PN
530625,CLIENTE 530625,PN
530626,CLIENTE 530626,PN
530627,CLIENTE 530627,PN
530628,CLIENTE 530628,PN
530629,CLIENTE 530629,PN
530630,CLIENTE 530630,TS
530631,CLIENTE 530631,TV
530632,CLIENTE 530632,PN
530634,CLIENTE 530634,PN
530635,CLIENTE 530635,PN
530636,CLIENTE 530636,PN
530637,CLIENTE 530637,PN
530638,CLIENTE 530638,PN
530639,CLIENTE 530639,PN
530640,CLIENTE 530640,UD
530641,CLIENTE 530641,PN
530642,CLIENTE 530642,PN
530643,CLIENTE 530643,PN
530644,CLIENTE 530644,PN
530645,CLIENTE 530645,PN
530648,CLIENTE 530648,PN
530649,CLIENTE 530649,PN
530650,CLIENTE 530650,PN
530651,CLIENTE 530651,UD
530652,CLIENTE 530652,UD
530653,CLIENTE 530653,PN
530654,CLIENTE 530654,PN
530655,CLIENTE 530655,TS
530657,CLIENTE 530657,VE
530658,CLIENTE 530658,PN
530659,CLIENTE 530659,TV
530660,CLIENTE 530660,PN
530661,CLIENTE 530661,PN
530663,CLIENTE 530663,TV
530664,CLIENTE 530664,PN
530665,CLIENTE 530665,PN
530666,CLIENTE 530666,TV
530667,CLIENTE 530667,PN
530668,CLIENTE 530668,PN
530669,CLIENTE 530669,VE
530670,CLIENTE 530670,VE
530671,CLIENTE 530671,PN
530672,CLIENTE 530672,PN
530675,CLIENTE 530675,PN
530677,CLIENTE 530677,PN
530678,CLIENTE 530678,PN
530679,CLIENTE 530679,TV
530680,CLIENTE 530680,PN
530681,CLIENTE 530681,PN
530682,CLIENTE 530682,PN
530683,CLIENTE 530683,PN
530684,CLIENTE 530684,VE
530685,CLIENTE 530685,TV
530686,CLIENTE 530686,PN
530687,CLIENTE 530687,UD
530688,CLIENTE 530688,PN
530689,CLIENTE 530689,PN
530690,CLIENTE 530690,PN
530691,CLIENTE 530691,PN
530694,CLIENTE 530694,PN
530695,CLIENTE 530695,PN
530696,CLIENTE 530696,PN
530698,CLIENTE 530698,PN
530699,CLIENTE 530699,TV
530700,CLIENTE 530700,TV
530701,CLIENTE 530701,TV
530703,CLIENTE 530703,TV
530705,CLIENTE 530705,TV
530707,CLIENTE 530707,TV
530708,CLIENTE 530708,TV
530709,CLIENTE 530709,TV
530711,CLIENTE 530711,TV
530713,CLIENTE 530713,TV
530714,CLIENTE 530714,PN
530715,CLIENTE 530715,PN
530716,CLIENTE 530716,PN
530720,CLIENTE 530720,PN
530722,CLIENTE 530722,LU
530723,CLIENTE 530723,PN
530724,CLIENTE 530724,PN
530725,CLIENTE 530725,PN
530726,CLIENTE 530726,TV
530727,CLIENTE 530727,UD
530728,CLIENTE 530728,PN
530729,CLIENTE 530729,PN
530730,CLIENTE 530730,PN
530731,CLIENTE 530731,PN
530732,CLIENTE 530732,PN
530733,CLIENTE 530733,PN
530734,CLIENTE 530734,UD
530735,CLIENTE 530735,PN
530736,CLIENTE 530736,PN
530737,CLIENTE 530737,PN
530738,CLIENTE 530738,PN
530739,CLIENTE 530739,PN
530741,CLIENTE 530741,PN
530742,CLIENTE 530742,PN
530743,CLIENTE 530743,PN
530744,CLIENTE 530744,PN
530745,CLIENTE 530745,PN
530746,CLIENTE 530746,PN
530747,CLIENTE 530747,VE
530748,CLIENTE 530748,PN
530750,CLIENTE 530750,PN
530751,CLIENTE 530751,PN
530752,CLIENTE 530752,PN
530753,CLIENTE 530753,PN
530754,CLIENTE 530754,PN
530755,CLIENTE 530755,PN
530756,CLIENTE 530756,PN
530757,CLIENTE 530757,TV
530758,CLIENTE 530758,PN
530759,CLIENTE 530759,UD
530760,CLIENTE 530760,PN
530761,CLIENTE 530761,UD
530762,CLIENTE 530762,UD
530763,CLIENTE 530763,PN
530764,CLIENTE 530764,PN
530765,CLIENTE 530765,UD
530766,CLIENTE 530766,PN
530767,CLIENTE 530767,TV
530768,CLIENTE 530768,PN
530769,CLIENTE 530769,VE
530770,CLIENTE 530770,VE
530771,CLIENTE 530771,PN
530772,CLIENTE 530772,TV
530773,CLIENTE 530773,PN
530774,CLIENTE 530774,UD
530775,CLIENTE 530775,UD
530777,CLIENTE 530777,PN
530778,CLIENTE 530778,UD
530779,CLIENTE 530779,PN
530780,CLIENTE 530780,PN
530781,CLIENTE 530781,PN
530782,CLIENTE 530782,PN
530783,CLIENTE 530783,PN
530784,CLIENTE 530784,PN
530785,CLIENTE 530785,UD
530786,CLIENTE 530786,PN
530787,CLIENTE 530787,PN
530788,CLIENTE 530788,TV
530789,CLIENTE 530789,PN
530790,CLIENTE 530790,UD
530791,CLIENTE 530791,UD
530792,CLIENTE 530792,PN
530793,CLIENTE 530793,PN
530795,CLIENTE 530795,UD
530796,CLIENTE 530796,PN
530797,CLIENTE 530797,PN
530799,CLIENTE 530799,UD
530801,CLIENTE 530801,PN
530802,CLIENTE 530802,PN
530803,CLIENTE 530803,PN
530804,CLIENTE 530804,PN
530806,CLIENTE 530806,TV
530807,CLIENTE 530807,PN
530808,CLIENTE 530808,PN
530809,CLIENTE 530809,VE
530810,CLIENTE 530810,TV
530811,CLIENTE 530811,PN
530812,CLIENTE 530812,PN
530813,CLIENTE 530813,TV
530814,CLIENTE 530814,PN
530816,CLIENTE 530816,PN
530817,CLIENTE 530817,PN
530818,CLIENTE 530818,PN
530819,CLIENTE 530819,PN
530820,CLIENTE 530820,PN
530828,CLIENTE 530828,PN
532229,CLIENTE 532229,UD
532230,CLIENTE 532230,UD
532231,CLIENTE 532231,UD
532232,CLIENTE 532232,UD
532233,CLIENTE 532233,UD
532234,CLIENTE 532234,VE
532236,CLIENTE 532236,UD
532237,CLIENTE 532237,VE
540008,CLIENTE 540008,UD
540009,CLIENTE 540009,UD
540012,CLIENTE 540012,UD
540015,CLIENTE 540015,UD
540020,CLIENTE 540020,GO
540028,CLIENTE 540028,UD
540033,CLIENTE 540033,UD
540034,CLIENTE 540034,VE
540038,CLIENTE 540038,UD
540043,CLIENTE 540043,UD
540048,CLIENTE 540048,UD
540055,CLIENTE 540055,UD
540056,CLIENTE 540056,UD
540066,CLIENTE 540066,UD
540080,CLIENTE 540080,UD
540087,CLIENTE 540087,VE
540091,CLIENTE 540091,UD
540098,CLIENTE 540098,UD
540104,CLIENTE 540104,UD
540105,CLIENTE 540105,VE
540125,CLIENTE 540125,UD
540156,CLIENTE 540156,UD
540161,CLIENTE 540161,VE
540162,CLIENTE 540162,UD
540163,CLIENTE 540163,UD
540164,CLIENTE 540164,UD
540166,CLIENTE 540166,VE
540167,CLIENTE 540167,UD
540170,CLIENTE 540170,VE
540175,CLIENTE 540175,UD
540176,CLIENTE 540176,UD
540178,CLIENTE 540178,UD
540179,CLIENTE 540179,UD
540180,CLIENTE 540180,VE
540181,CLIENTE 540181,VE
540183,CLIENTE 540183,UD
540184,CLIENTE 540184,UD
540187,CLIENTE 540187,UD
540192,CLIENTE 540192,VE
540207,CLIENTE 540207,UD
540213,CLIENTE 540213,UD
540214,CLIENTE 540214,VE
540216,CLIENTE 540216,UD
540219,CLIENTE 540219,UD
540223,CLIENTE 540223,UD
540225,CLIENTE 540225,UD
540234,CLIENTE 540234,UD
540235,CLIENTE 540235,VE
540245,CLIENTE 540245,UD
540246,CLIENTE 540246,UD
540247,CLIENTE 540247,UD
540248,CLIENTE 540248,UD
540258,CLIENTE 540258,VE
540264,CLIENTE 540264,VE
540265,CLIENTE 540265,PN
540266,CLIENTE 540266,VE
540274,CLIENTE 540274,UD
540280,CLIENTE 540280,UD
540281,CLIENTE 540281,UD
540282,CLIENTE 540282,UD
540289,CLIENTE 540289,VE
540311,CLIENTE 540311,UD
540323,CLIENTE 540323,UD
540331,CLIENTE 540331,UD
540333,CLIENTE 540333,VE
540344,CLIENTE 540344,VE
540347,CLIENTE 540347,UD
540363,CLIENTE 540363,VE
540364,CLIENTE 540364,VE
540370,CLIENTE 540370,UD
540388,CLIENTE 540388,UD
540391,CLIENTE 540391,VE
540392,CLIENTE 540392,UD
540393,CLIENTE 540393,UD
540394,CLIENTE 540394,UD
540395,CLIENTE 540395,UD
540437,CLIENTE 540437,VE
540438,CLIENTE 540438,VE
540459,CLIENTE 540459,UD
540478,CLIENTE 540478,UD
540489,CLIENTE 540489,UD
540490,CLIENTE 540490,UD
540507,CLIENTE 540507,UD
540525,CLIENTE 540525,UD
540586,CLIENTE 540586,VE
540594,CLIENTE 540594,UD
540603,CLIENTE 540603,UD
540605,CLIENTE 540605,UD
540608,CLIENTE 540608,UD
540668,CLIENTE 540668,UD
540677,CLIENTE 540677,UD
540684,CLIENTE 540684,VE
540689,CLIENTE 540689,VE
540700,CLIENTE 540700,VE
540706,CLIENTE 540706,VE
540715,CLIENTE 540715,UD
540716,CLIENTE 540716,UD
540721,CLIENTE 540721,UD
540726,CLIENTE 540726,UD
540727,CLIENTE 540727,UD
540728,CLIENTE 540728,UD
540729,CLIENTE 540729,VE
540730,CLIENTE 540730,VE
540731,CLIENTE 540731,VE
540815,CLIENTE 540815,UD
540843,CLIENTE 540843,UD
540850,CLIENTE 540850,UD
540851,CLIENTE 540851,UD
540853,CLIENTE 540853,UD
540854,CLIENTE 540854,UD
540862,CLIENTE 540862,UD
540886,CLIENTE 540886,UD
540899,CLIENTE 540899,VE
540900,CLIENTE 540900,VE
540931,CLIENTE 540931,VE
540951,CLIENTE 540951,VE
540972,CLIENTE 540972,UD
540973,CLIENTE 540973,UD
540980,CLIENTE 540980,UD
540981,CLIENTE 540981,UD
540982,CLIENTE 540982,UD
541002,CLIENTE 541002,UD
541017,CLIENTE 541017,UD
541027,CLIENTE 541027,UD
541035,CLIENTE 541035,UD
541038,CLIENTE 541038,UD
541041,CLIENTE 541041,VE
541044,CLIENTE 541044,UD
541048,CLIENTE 541048,UD
541060,CLIENTE 541060,UD
541070,CLIENTE 541070,UD
541071,CLIENTE 541071,UD
541098,CLIENTE 541098,VE
541100,CLIENTE 541100,UD
541101,CLIENTE 541101,VE
541102,CLIENTE 541102,VE
541103,CLIENTE 541103,VE
541109,CLIENTE 541109,VE
541111,CLIENTE 541111,VE
541112,CLIENTE 541112,UD
541114,CLIENTE 541114,VE
541115,CLIENTE 541115,UD
541117,CLIENTE 541117,UD
541119,CLIENTE 541119,UD
541120,CLIENTE 541120,VE
541124,CLIENTE 541124,UD
541130,CLIENTE 541130,VE
541161,CLIENTE 541161,UD
541165,CLIENTE 541165,UD
541171,CLIENTE 541171,UD
541174,CLIENTE 541174,UD
541188,CLIENTE 541188,UD
541190,CLIENTE 541190,UD
541199,CLIENTE 541199,GO
541209,CLIENTE 541209,UD
541211,CLIENTE 541211,UD
541212,CLIENTE 541212,UD
541213,CLIENTE 541213,UD
541219,CLIENTE 541219,UD
541224,CLIENTE 541224,UD
541231,CLIENTE 541231,VE
541246,CLIENTE 541246,UD
541247,CLIENTE 541247,UD
541248,CLIENTE 541248,UD
541249,CLIENTE 541249,UD
541250,CLIENTE 541250,UD
541251,CLIENTE 541251,UD
541255,CLIENTE 541255,UD
541260,CLIENTE 541260,UD
541301,CLIENTE 541301,UD
541311,CLIENTE 541311,UD
541332,CLIENTE 541332,UD
541337,CLIENTE 541337,VE
541342,CLIENTE 541342,UD
541356,CLIENTE 541356,UD
541368,CLIENTE 541368,UD
541375,CLIENTE 541375,UD
541377,CLIENTE 541377,UD
541378,CLIENTE 541378,UD
541396,CLIENTE 541396,VE
541441,CLIENTE 541441,VE
541489,CLIENTE 541489,VE
541516,CLIENTE 541516,VE
541520,CLIENTE 541520,UD
541524,CLIENTE 541524,VE
541530,CLIENTE 541530,VE
541554,CLIENTE 541554,UD
541558,CLIENTE 541558,UD
541567,CLIENTE 541567,VE
541572,CLIENTE 541572,UD
541589,CLIENTE 541589,UD
541590,CLIENTE 541590,UD
541591,CLIENTE 541591,UD
541592,CLIENTE 541592,UD
541593,CLIENTE 541593,UD
541594,CLIENTE 541594,UD
541595,CLIENTE 541595,UD
541614,CLIENTE 541614,UD
541615,CLIENTE 541615,UD
541617,CLIENTE 541617,UD
541638,CLIENTE 541638,UD
541639,CLIENTE 541639,UD
541663,CLIENTE 541663,VE
541674,CLIENTE 541674,UD
541678,CLIENTE 541678,UD
541690,CLIENTE 541690,UD
541693,CLIENTE 541693,VE
541694,CLIENTE 541694,VE
541714,CLIENTE 541714,UD
541724,CLIENTE 541724,UD
541732,CLIENTE 541732,UD
541737,CLIENTE 541737,TV
541758,CLIENTE 541758,UD
541767,CLIENTE 541767,UD
541768,CLIENTE 541768,UD
541774,CLIENTE 541774,UD
541776,CLIENTE 541776,UD
541788,CLIENTE 541788,UD
541793,CLIENTE 541793,UD
541803,CLIENTE 541803,VE
541818,CLIENTE 541818,VE
541822,CLIENTE 541822,VE
541823,CLIENTE 541823,VE
541831,CLIENTE 541831,TV
541833,CLIENTE 541833,UD
541834,CLIENTE 541834,VE
541857,CLIENTE 541857,UD
541872,CLIENTE 541872,VE
541874,CLIENTE 541874,VE
541875,CLIENTE 541875,UD
541888,CLIENTE 541888,VE
541890,CLIENTE 541890,VE
541893,CLIENTE 541893,UD
541895,CLIENTE 541895,UD
541897,CLIENTE 541897,VE
541899,CLIENTE 541899,UD
541918,CLIENTE 541918,UD
541921,CLIENTE 541921,UD
541923,CLIENTE 541923,UD
541965,CLIENTE 541965,UD
541969,CLIENTE 541969,UD
541971,CLIENTE 541971,UD
541975,CLIENTE 541975,UD
541978,CLIENTE 541978,UD
541991,CLIENTE 541991,VE
541993,CLIENTE 541993,UD
541994,CLIENTE 541994,UD
541995,CLIENTE 541995,VE
541996,CLIENTE 541996,VE
542009,CLIENTE 542009,VE
542021,CLIENTE 542021,UD
542028,CLIENTE 542028,UD
542034,CLIENTE 542034,UD
542038,CLIENTE 542038,VE
542039,CLIENTE 542039,VE
542048,CLIENTE 542048,VE
542049,CLIENTE 542049,VE
542050,CLIENTE 542050,VE
542051,CLIENTE 542051,VE
542052,CLIENTE 542052,VE
542053,CLIENTE 542053,VE
542054,CLIENTE 542054,UD
542057,CLIENTE 542057,UD
542059,CLIENTE 542059,VE
542060,CLIENTE 542060,VE
542062,CLIENTE 542062,VE
542064,CLIENTE 542064,VE
542066,CLIENTE 542066,VE
542078,CLIENTE 542078,VE
542079,CLIENTE 542079,VE
542080,CLIENTE 542080,VE
542082,CLIENTE 542082,UD
542088,CLIENTE 542088,UD
542089,CLIENTE 542089,UD
542097,CLIENTE 542097,UD
542098,CLIENTE 542098,UD
542119,CLIENTE 542119,VE
542120,CLIENTE 542120,VE
542123,CLIENTE 542123,VE
542140,CLIENTE 542140,UD
542141,CLIENTE 542141,UD
542144,CLIENTE 542144,UD
542149,CLIENTE 542149,UD
542151,CLIENTE 542151,UD
542167,CLIENTE 542167,UD
542173,CLIENTE 542173,UD
542178,CLIENTE 542178,UD
542192,CLIENTE 542192,VE
542193,CLIENTE 542193,UD
542195,CLIENTE 542195,VE
542199,CLIENTE 542199,VE
542201,CLIENTE 542201,UD
542203,CLIENTE 542203,UD
542204,CLIENTE 542204,UD
542206,CLIENTE 542206,VE
542210,CLIENTE 542210,UD
542227,CLIENTE 542227,UD
542228,CLIENTE 542228,UD
542229,CLIENTE 542229,UD
542230,CLIENTE 542230,UD
542231,CLIENTE 542231,VE
542232,CLIENTE 542232,UD
543000,CLIENTE 543000,UD
543001,CLIENTE 543001,UD
543002,CLIENTE 543002,VE
543004,CLIENTE 543004,UD
543005,CLIENTE 543005,UD
543006,CLIENTE 543006,UD
543007,CLIENTE 543007,VE
543008,CLIENTE 543008,UD
543009,CLIENTE 543009,UD
543010,CLIENTE 543010,UD
543011,CLIENTE 543011,UD
543012,CLIENTE 543012,UD
543013,CLIENTE 543013,UD
543014,CLIENTE 543014,VE
543015,CLIENTE 543015,VE
543016,CLIENTE 543016,UD
543017,CLIENTE 543017,UD
543018,CLIENTE 543018,UD
543019,CLIENTE 543019,UD
543020,CLIENTE 543020,UD
543021,CLIENTE 543021,UD
543022,CLIENTE 543022,UD
543023,CLIENTE 543023,UD
543024,CLIENTE 543024,UD
543025,CLIENTE 543025,VE
543026,CLIENTE 543026,UD
543027,CLIENTE 543027,UD
543028,CLIENTE 543028,UD
543029,CLIENTE 543029,UD
543030,CLIENTE 543030,UD
543031,CLIENTE 543031,UD
543032,CLIENTE 543032,UD
543033,CLIENTE 543033,UD
543034,CLIENTE 543034,UD
543035,CLIENTE 543035,UD
543036,CLIENTE 543036,UD
543037,CLIENTE 543037,UD
543038,CLIENTE 543038,UD
543040,CLIENTE 543040,UD
543041,CLIENTE 543041,UD
543042,CLIENTE 543042,VE
543043,CLIENTE 543043,UD
543044,CLIENTE 543044,UD
543045,CLIENTE 543045,UD
543046,CLIENTE 543046,UD
543047,CLIENTE 543047,UD
543048,CLIENTE 543048,VE
543052,CLIENTE 543052,UD
543054,CLIENTE 543054,VE
543055,CLIENTE 543055,UD
543056,CLIENTE 543056,TS
543057,CLIENTE 543057,UD
543058,CLIENTE 543058,UD
543059,CLIENTE 543059,UD
543060,CLIENTE 543060,UD
543062,CLIENTE 543062,VE
543063,CLIENTE 543063,VE
543068,CLIENTE 543068,UD
543069,CLIENTE 543069,UD
543070,CLIENTE 543070,UD
543071,CLIENTE 543071,UD
543072,CLIENTE 543072,UD
543073,CLIENTE 543073,UD
543074,CLIENTE 543074,UD
543076,CLIENTE 543076,UD
543077,CLIENTE 543077,UD
543078,CLIENTE 543078,UD
543087,CLIENTE 543087,TV
543089,CLIENTE 543089,UD
543092,CLIENTE 543092,UD
543093,CLIENTE 543093,UD
543094,CLIENTE 543094,UD
543096,CLIENTE 543096,UD
543097,CLIENTE 543097,UD
543098,CLIENTE 543098,UD
543099,CLIENTE 543099,UD
543100,CLIENTE 543100,UD
543104,CLIENTE 543104,UD
543106,CLIENTE 543106,VE
543111,CLIENTE 543111,UD
543113,CLIENTE 543113,UD
543115,CLIENTE 543115,UD
543117,CLIENTE 543117,UD
543121,CLIENTE 543121,UD
543122,CLIENTE 543122,UD
543125,CLIENTE 543125,UD
543126,CLIENTE 543126,UD
543127,CLIENTE 543127,VE
543128,CLIENTE 543128,UD
543133,CLIENTE 543133,UD
543135,CLIENTE 543135,VE
543136,CLIENTE 543136,VE
543137,CLIENTE 543137,VE
543138,CLIENTE 543138,UD
543139,CLIENTE 543139,UD
543140,CLIENTE 543140,UD
543142,CLIENTE 543142,UD
543143,CLIENTE 543143,UD
543144,CLIENTE 543144,UD
543145,CLIENTE 543145,VE
543146,CLIENTE 543146,UD
543147,CLIENTE 543147,UD
543148,CLIENTE 543148,VE
543149,CLIENTE 543149,VE
543150,CLIENTE 543150,UD
543151,CLIENTE 543151,VE
543153,CLIENTE 543153,VE
543154,CLIENTE 543154,VE
543155,CLIENTE 543155,VE
543156,CLIENTE 543156,UD
543159,CLIENTE 543159,UD
543161,CLIENTE 543161,UD
543165,CLIENTE 543165,UD
543166,CLIENTE 543166,UD
543168,CLIENTE 543168,UD
543169,CLIENTE 543169,VE
543170,CLIENTE 543170,VE
543171,CLIENTE 543171,UD
543173,CLIENTE 543173,UD
543174,CLIENTE 543174,UD
543176,CLIENTE 543176,VE
543177,CLIENTE 543177,UD
543179,CLIENTE 543179,UD
543180,CLIENTE 543180,TV
543181,CLIENTE 543181,UD
543183,CLIENTE 543183,VE
543188,CLIENTE 543188,UD
543189,CLIENTE 543189,UD
543190,CLIENTE 543190,UD
543191,CLIENTE 543191,UD
543194,CLIENTE 543194,UD
543196,CLIENTE 543196,VE
543197,CLIENTE 543197,UD
543198,CLIENTE 543198,UD
543200,CLIENTE 543200,UD
543201,CLIENTE 543201,UD
543202,CLIENTE 543202,UD
543203,CLIENTE 543203,UD
543204,CLIENTE 543204,UD
543205,CLIENTE 543205,UD
543206,CLIENTE 543206,UD
543207,CLIENTE 543207,UD
543208,CLIENTE 543208,UD
543209,CLIENTE 543209,UD
543210,CLIENTE 543210,UD
543211,CLIENTE 543211,UD
543217,CLIENTE 543217,UD
543219,CLIENTE 543219,UD
543228,CLIENTE 543228,UD
543248,CLIENTE 543248,UD
543357,CLIENTE 543357,VE
543501,CLIENTE 543501,UD
562341,CLIENTE 562341,TS
570016,CLIENTE 570016,GO
570022,CLIENTE 570022,GO
570038,CLIENTE 570038,GO
570047,CLIENTE 570047,UD
570052,CLIENTE 570052,GO
570053,CLIENTE 570053,GO
570059,CLIENTE 570059,UD
570066,CLIENTE 570066,GO
570073,CLIENTE 570073,GO
570087,CLIENTE 570087,GO
570102,CLIENTE 570102,UD
570103,CLIENTE 570103,GO
570150,CLIENTE 570150,UD
570152,CLIENTE 570152,UD
570153,CLIENTE 570153,UD
570194,CLIENTE 570194,GO
570196,CLIENTE 570196,UD
570208,CLIENTE 570208,UD
570243,CLIENTE 570243,GO
570249,CLIENTE 570249,GO
570250,CLIENTE 570250,GO
570254,CLIENTE 570254,GO
570255,CLIENTE 570255,UD
570259,CLIENTE 570259,GO
570260,CLIENTE 570260,UD
570296,CLIENTE 570296,GO
570300,CLIENTE 570300,GO
570302,CLIENTE 570302,UD
570303,CLIENTE 570303,GO
570326,CLIENTE 570326,UD
570345,CLIENTE 570345,UD
570353,CLIENTE 570353,GO
570356,CLIENTE 570356,UD
570363,CLIENTE 570363,GO
570376,CLIENTE 570376,
570379,CLIENTE 570379,GO
570407,CLIENTE 570407,GO
570413,CLIENTE 570413,GO
570423,CLIENTE 570423,GO
570459,CLIENTE 570459,GO
570476,CLIENTE 570476,GO
570481,CLIENTE 570481,GO
570488,CLIENTE 570488,GO
570515,CLIENTE 570515,GO
570517,CLIENTE 570517,GO
570519,CLIENTE 570519,UD
570520,CLIENTE 570520,UD
570522,CLIENTE 570522,GO
570523,CLIENTE 570523,GO
570525,CLIENTE 570525,GO
570526,CLIENTE 570526,UD
570527,CLIENTE 570527,UD
570531,CLIENTE 570531,UD
570536,CLIENTE 570536,UD
570537,CLIENTE 570537,GO
570542,CLIENTE 570542,GO
570543,CLIENTE 570543,UD
570547,CLIENTE 570547,GO
570552,CLIENTE 570552,UD
570566,CLIENTE 570566,GO
570568,CLIENTE 570568,UD
570569,CLIENTE 570569,GO
570570,CLIENTE 570570,UD
570571,CLIENTE 570571,GO
570572,CLIENTE 570572,GO
570574,CLIENTE 570574,UD
570585,CLIENTE 570585,GO
570586,CLIENTE 570586,UD
570604,CLIENTE 570604,UD
570605,CLIENTE 570605,GO
570611,CLIENTE 570611,GO
570619,CLIENTE 570619,GO
570630,CLIENTE 570630,GO
570631,CLIENTE 570631,GO
570633,CLIENTE 570633,UD
570638,CLIENTE 570638,UD
570669,CLIENTE 570669,UD
570670,CLIENTE 570670,GO
570671,CLIENTE 570671,UD
570685,CLIENTE 570685,GO
570695,CLIENTE 570695,UD
570696,CLIENTE 570696,GO
570699,CLIENTE 570699,UD
570701,CLIENTE 570701,GO
570702,CLIENTE 570702,GO
570703,CLIENTE 570703,GO
570710,CLIENTE 570710,GO
570714,CLIENTE 570714,GO
570723,CLIENTE 570723,UD
570725,CLIENTE 570725,GO
570732,CLIENTE 570732,GO
570733,CLIENTE 570733,GO
570735,CLIENTE 570735,UD
570744,CLIENTE 570744,GO
570745,CLIENTE 570745,GO
570793,CLIENTE 570793,UD
570798,CLIENTE 570798,GO
570800,CLIENTE 570800,UD
570806,CLIENTE 570806,GO
570807,CLIENTE 570807,GO
570810,CLIENTE 570810,GO
570817,CLIENTE 570817,GO
570836,CLIENTE 570836,GO
570880,CLIENTE 570880,GO
570884,CLIENTE 570884,GO
570892,CLIENTE 570892,GO
570893,CLIENTE 570893,GO
570914,CLIENTE 570914,UD
570924,CLIENTE 570924,GO
570925,CLIENTE 570925,GO
570942,CLIENTE 570942,UD
570944,CLIENTE 570944,UD
570945,CLIENTE 570945,UD
570946,CLIENTE 570946,GO
570949,CLIENTE 570949,GO
570951,CLIENTE 570951,UD
570959,CLIENTE 570959,GO
570962,CLIENTE 570962,GO
570987,CLIENTE 570987,GO
570991,CLIENTE 570991,GO
571012,CLIENTE 571012,GO
571030,CLIENTE 571030,GO
571037,CLIENTE 571037,GO
571038,CLIENTE 571038,GO
571049,CLIENTE 571049,GO
571052,CLIENTE 571052,UD
571053,CLIENTE 571053,GO
571054,CLIENTE 571054,GO
571055,CLIENTE 571055,GO
571056,CLIENTE 571056,UD
571057,CLIENTE 571057,GO
571077,CLIENTE 571077,GO
571080,CLIENTE 571080,GO
571081,CLIENTE 571081,UD
571087,CLIENTE 571087,GO
571088,CLIENTE 571088,GO
571090,CLIENTE 571090,GO
571092,CLIENTE 571092,UD
571093,CLIENTE 571093,UD
571094,CLIENTE 571094,UD
571096,CLIENTE 571096,GO
571099,CLIENTE 571099,UD
572000,CLIENTE 572000,GO
573001,CLIENTE 573001,GO
573002,CLIENTE 573002,GO
573003,CLIENTE 573003,GO
573004,CLIENTE 573004,GO
573005,CLIENTE 573005,GO
580003,CLIENTE 580003,TS
580005,CLIENTE 580005,TS
580014,CLIENTE 580014,TS
580041,CLIENTE 580041,TS
580046,CLIENTE 580046,TS
580073,CLIENTE 580073,TS
580074,CLIENTE 580074,TS
580077,CLIENTE 580077,TS
580080,CLIENTE 580080,TS
580090,CLIENTE 580090,TS
580121,CLIENTE 580121,TS
580134,CLIENTE 580134,TS
580135,CLIENTE 580135,TS
580136,CLIENTE 580136,TS
580138,CLIENTE 580138,TS
580162,CLIENTE 580162,TS
580163,CLIENTE 580163,TS
580178,CLIENTE 580178,TS
580198,CLIENTE 580198,TS
580219,CLIENTE 580219,TS
580242,CLIENTE 580242,TS
580322,CLIENTE 580322,TS
580340,CLIENTE 580340,..
580346,CLIENTE 580346,TS
580362,CLIENTE 580362,UD
580373,CLIENTE 580373,TS
580378,CLIENTE 580378,TS
580396,CLIENTE 580396,TS
580400,CLIENTE 580400,TS
580420,CLIENTE 580420,TS
580423,CLIENTE 580423,TS
580424,CLIENTE 580424,TS
580425,CLIENTE 580425,TS
580439,CLIENTE 580439,TS
580454,CLIENTE 580454,TS
580464,CLIENTE 580464,TS
580466,CLIENTE 580466,TS
580530,CLIENTE 580530,TS
580580,CLIENTE 580580,TS
580581,CLIENTE 580581,TS
580586,CLIENTE 580586,TS
580587,CLIENTE 580587,TS
580589,CLIENTE 580589,TS
580590,CLIENTE 580590,TS
580591,CLIENTE 580591,TS
580592,CLIENTE 580592,TS
580593,CLIENTE 580593,TS
580594,CLIENTE 580594,TS
580595,CLIENTE 580595,TS
580596,CLIENTE 580596,TS
580597,CLIENTE 580597,TS
580598,CLIENTE 580598,TS
580599,CLIENTE 580599,TS
580600,CLIENTE 580600,TS
580606,CLIENTE 580606,TS
580654,CLIENTE 580654,TS
580655,CLIENTE 580655,TS
580656,CLIENTE 580656,TS
580700,CLIENTE 580700,TS
580741,CLIENTE 580741,TS
580753,CLIENTE 580753,TS
580760,CLIENTE 580760,TS
580785,CLIENTE 580785,TS
580786,CLIENTE 580786,TS
580787,CLIENTE 580787,TS
580789,CLIENTE 580789,TS
580800,CLIENTE 580800,TS
580834,CLIENTE 580834,TS
580849,CLIENTE 580849,TS
580860,CLIENTE 580860,TS
580888,CLIENTE 580888,TS
580902,CLIENTE 580902,TS
580906,CLIENTE 580906,TS
580910,CLIENTE 580910,TS
580940,CLIENTE 580940,TS
580942,CLIENTE 580942,TS
580943,CLIENTE 580943,TS
580944,CLIENTE 580944,TS
580945,CLIENTE 580945,TS
580958,CLIENTE 580958,TS
580974,CLIENTE 580974,TS
580980,CLIENTE 580980,TS
580987,CLIENTE 580987,TS
580990,CLIENTE 580990,TS
580991,CLIENTE 580991,TS
